query,plan
Plan a 2-day trip from Mumbai to Jaipur for 4 person(s) with a budget of ₹39389 starting 2025-08-29.,"Stay at The Raj Palace. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal."
Plan a 5-day trip from Hyderabad to Kolkata for 2 person(s) with a budget of ₹35810 starting 2025-08-16.,"Stay at Banayan Appartment ,Russell Street. Day 1: Visit Dakshineswar Kali Temple, Belur Math. Day 2: Visit Victoria Memorial, Indian Museum. Day 3: Visit Howrah Bridge, Kalighat Kali Temple. Day 4: Visit Science City Kolkata, Marble Palace. Day 5: Visit Alipore Zoological Gardens."
Plan a 2-day trip from Hyderabad to Mumbai for 1 person(s) with a budget of ₹21813 starting 2025-08-16.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India."
Plan a 3-day trip from Bengaluru to Kolkata for 1 person(s) with a budget of ₹19559 starting 2025-08-02.,"Stay at Banayan Appartment ,Russell Street. Day 1: Visit Dakshineswar Kali Temple, Belur Math. Day 2: Visit Victoria Memorial, Indian Museum. Day 3: Visit Howrah Bridge, Kalighat Kali Temple."
Plan a 2-day trip from Delhi to Kolkata for 3 person(s) with a budget of ₹40986 starting 2025-08-03.,"Stay at Southern Plaza. Day 1: Visit Belur Math, Dakshineswar Kali Temple. Day 2: Visit Howrah Bridge, Victoria Memorial."
Plan a 5-day trip from Bengaluru to Chennai for 4 person(s) with a budget of ₹41010 starting 2025-08-03.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3: Day 4: Day 5:
Plan a 2-day trip from Jaipur to Chennai for 3 person(s) with a budget of ₹25168 starting 2025-08-18.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2:
Plan a 4-day trip from Hyderabad to Ahmedabad for 1 person(s) with a budget of ₹41893 starting 2025-08-08.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City. Day 4:"
Plan a 2-day trip from Bengaluru to Jaipur for 2 person(s) with a budget of ₹40292 starting 2025-08-24.,"Stay at Tree of Life Resort &amp; Spa. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal."
Plan a 2-day trip from Hyderabad to Kolkata for 1 person(s) with a budget of ₹48913 starting 2025-08-29.,"Stay at Breathing Earth. Day 1: Visit Belur Math, Dakshineswar Kali Temple. Day 2: Visit Howrah Bridge, Victoria Memorial."
Plan a 2-day trip from Mumbai to Jaipur for 4 person(s) with a budget of ₹41973 starting 2025-08-14.,"Stay at Tree of Life Resort &amp; Spa. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal."
Plan a 4-day trip from Mumbai to Jaipur for 1 person(s) with a budget of ₹21007 starting 2025-08-22.,"Stay at Art Inn Homestay. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace. Day 4:"
Plan a 3-day trip from Mumbai to Kolkata for 2 person(s) with a budget of ₹48625 starting 2025-08-22.,"Stay at Southern Plaza. Day 1: Visit Belur Math, Dakshineswar Kali Temple. Day 2: Visit Howrah Bridge, Victoria Memorial. Day 3: Visit Indian Museum, Kalighat Kali Temple."
Plan a 3-day trip from Bengaluru to Hyderabad for 4 person(s) with a budget of ₹30515 starting 2025-08-05.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum."
Plan a 4-day trip from Delhi to Lucknow for 4 person(s) with a budget of ₹36208 starting 2025-08-13.,"Stay at HOTEL SHELTER. Day 1: Visit Phoenix Palassio, Bara Imambara. Day 2: Day 3: Day 4:"
Plan a 5-day trip from Mumbai to Lucknow for 1 person(s) with a budget of ₹44632 starting 2025-08-28.,"Stay at HOTEL SHELTER. Day 1: Visit Phoenix Palassio, Bara Imambara. Day 2: Day 3: Day 4: Day 5:"
Plan a 5-day trip from Lucknow to Hyderabad for 1 person(s) with a budget of ₹48605 starting 2025-08-25.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum. Day 4: Visit Ramoji Film City, Chowmahalla Palace. Day 5: Visit Hussain Sagar Lake, Nehru Zoological Park."
Plan a 2-day trip from Delhi to Hyderabad for 1 person(s) with a budget of ₹20714 starting 2025-08-03.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs."
Plan a 3-day trip from Lucknow to Chennai for 1 person(s) with a budget of ₹11118 starting 2025-08-15.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3:
Plan a 5-day trip from Ahmedabad to Pune for 1 person(s) with a budget of ₹33002 starting 2025-08-02.,Stay at Valencia Hospitality Service Apartment Magarpatta. Day 1: Visit Shaniwar Wada. Day 2: Day 3: Day 4: Day 5:
Plan a 3-day trip from Kolkata to Mumbai for 1 person(s) with a budget of ₹24686 starting 2025-08-22.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah."
Plan a 2-day trip from Jaipur to Hyderabad for 3 person(s) with a budget of ₹33816 starting 2025-08-14.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs."
Plan a 4-day trip from Delhi to Jaipur for 4 person(s) with a budget of ₹23162 starting 2025-08-19.,"Stay at Art Inn Homestay. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace. Day 4:"
Plan a 4-day trip from Pune to Mumbai for 1 person(s) with a budget of ₹15342 starting 2025-08-27.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach."
Plan a 4-day trip from Jaipur to Mumbai for 4 person(s) with a budget of ₹25362 starting 2025-08-03.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach."
Plan a 3-day trip from Chennai to Delhi for 1 person(s) with a budget of ₹26339 starting 2025-08-07.,"Stay at Vivanta by Taj - Ambassador (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar."
Plan a 4-day trip from Lucknow to Chennai for 3 person(s) with a budget of ₹47145 starting 2025-08-15.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3: Day 4:
Plan a 2-day trip from Delhi to Jaipur for 4 person(s) with a budget of ₹30460 starting 2025-08-07.,"Stay at Vidhya Villa. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal."
Plan a 2-day trip from Lucknow to Kolkata for 2 person(s) with a budget of ₹45233 starting 2025-08-22.,"Stay at Southern Plaza. Day 1: Visit Belur Math, Dakshineswar Kali Temple. Day 2: Visit Howrah Bridge, Victoria Memorial."
Plan a 5-day trip from Delhi to Hyderabad for 3 person(s) with a budget of ₹20883 starting 2025-08-29.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum. Day 4: Visit Ramoji Film City, Chowmahalla Palace. Day 5: Visit Hussain Sagar Lake, Nehru Zoological Park."
Plan a 4-day trip from Jaipur to Delhi for 2 person(s) with a budget of ₹33033 starting 2025-08-16.,"Stay at Vivanta by Taj - Ambassador (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar. Day 4: Visit Lodhi Garden, Red Fort."
Plan a 2-day trip from Chennai to Delhi for 1 person(s) with a budget of ₹18624 starting 2025-08-25.,"Stay at Vivanta by Taj - Ambassador (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb."
Plan a 5-day trip from Hyderabad to Pune for 1 person(s) with a budget of ₹39153 starting 2025-08-01.,Stay at Valencia Hospitality Service Apartment Magarpatta. Day 1: Visit Shaniwar Wada. Day 2: Day 3: Day 4: Day 5:
Plan a 5-day trip from Mumbai to Delhi for 4 person(s) with a budget of ₹21196 starting 2025-08-21.,"Stay at HOTEL SIAM INTERNATIONAL. Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar. Day 4: Visit Lodhi Garden, Red Fort. Day 5: Visit National Gallery of Modern Art, National Science Centre."
Plan a 4-day trip from Chennai to Mumbai for 2 person(s) with a budget of ₹19861 starting 2025-08-28.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach."
Plan a 3-day trip from Jaipur to Pune for 4 person(s) with a budget of ₹18393 starting 2025-08-16.,Stay at Valencia Hospitality Service Apartment Magarpatta. Day 1: Visit Shaniwar Wada. Day 2: Day 3:
Plan a 2-day trip from Lucknow to Hyderabad for 3 person(s) with a budget of ₹19029 starting 2025-08-25.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs."
Plan a 4-day trip from Kolkata to Chennai for 2 person(s) with a budget of ₹40499 starting 2025-08-10.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3: Day 4:
Plan a 4-day trip from Bengaluru to Jaipur for 3 person(s) with a budget of ₹26145 starting 2025-08-10.,"Stay at Art Inn Homestay. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace. Day 4:"
Plan a 4-day trip from Lucknow to Delhi for 1 person(s) with a budget of ₹19895 starting 2025-08-08.,"Stay at HOTEL SIAM INTERNATIONAL. Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar. Day 4: Visit Lodhi Garden, Red Fort."
Plan a 5-day trip from Lucknow to Kolkata for 3 person(s) with a budget of ₹40290 starting 2025-08-21.,"Stay at Banayan Appartment ,Russell Street. Day 1: Visit Dakshineswar Kali Temple, Belur Math. Day 2: Visit Victoria Memorial, Indian Museum. Day 3: Visit Howrah Bridge, Kalighat Kali Temple. Day 4: Visit Science City Kolkata, Marble Palace. Day 5: Visit Alipore Zoological Gardens."
Plan a 5-day trip from Bengaluru to Pune for 1 person(s) with a budget of ₹31219 starting 2025-08-17.,Stay at Valencia Hospitality Service Apartment Magarpatta. Day 1: Visit Shaniwar Wada. Day 2: Day 3: Day 4: Day 5:
Plan a 4-day trip from Kolkata to Delhi for 3 person(s) with a budget of ₹21905 starting 2025-08-22.,"Stay at HOTEL SIAM INTERNATIONAL. Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar. Day 4: Visit Lodhi Garden, Red Fort."
Plan a 5-day trip from Ahmedabad to Pune for 3 person(s) with a budget of ₹20837 starting 2025-08-10.,Stay at Camp Chrysalid Kambre. Day 1: Visit Shaniwar Wada. Day 2: Day 3: Day 4: Day 5:
Plan a 3-day trip from Ahmedabad to Jaipur for 1 person(s) with a budget of ₹20141 starting 2025-08-07.,"Stay at Art Inn Homestay. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace."
Plan a 5-day trip from Jaipur to Ahmedabad for 4 person(s) with a budget of ₹47603 starting 2025-08-12.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City. Day 4: Day 5:"
Plan a 3-day trip from Delhi to Chennai for 3 person(s) with a budget of ₹21013 starting 2025-08-07.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3:
Plan a 3-day trip from Hyderabad to Delhi for 1 person(s) with a budget of ₹10879 starting 2025-08-24.,"Stay at The Taj Mahal Hotel (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar."
Plan a 2-day trip from Bengaluru to Lucknow for 3 person(s) with a budget of ₹40413 starting 2025-08-10.,"Stay at URBAN SUITES LUCKNOW. Day 1: Visit Phoenix Palassio, Bara Imambara. Day 2:"
Plan a 5-day trip from Chennai to Hyderabad for 3 person(s) with a budget of ₹13877 starting 2025-08-21.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Charminar. Day 2: Visit Inorbit Mall Cyberabad, Golconda Fort. Day 3: Visit Qutb Shahi Tombs, Salar Jung Museum. Day 4: Visit Chowmahalla Palace, Hussain Sagar Lake. Day 5: Visit Nehru Zoological Park, Lumbini Park."
Plan a 4-day trip from Chennai to Hyderabad for 1 person(s) with a budget of ₹22261 starting 2025-08-17.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum. Day 4: Visit Ramoji Film City, Chowmahalla Palace."
Plan a 5-day trip from Jaipur to Delhi for 3 person(s) with a budget of ₹19068 starting 2025-08-23.,"Stay at The Taj Mahal Hotel (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar. Day 4: Visit Lodhi Garden, Red Fort. Day 5: Visit National Gallery of Modern Art, National Science Centre."
Plan a 3-day trip from Ahmedabad to Kolkata for 4 person(s) with a budget of ₹21814 starting 2025-08-02.,"Stay at Banayan Appartment ,Russell Street. Day 1: Visit Dakshineswar Kali Temple, Belur Math. Day 2: Visit Victoria Memorial, Indian Museum. Day 3: Visit Howrah Bridge, Kalighat Kali Temple."
Plan a 2-day trip from Pune to Jaipur for 4 person(s) with a budget of ₹46855 starting 2025-08-02.,"Stay at TALAI BAGH PALACE. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal."
Plan a 3-day trip from Lucknow to Mumbai for 2 person(s) with a budget of ₹32172 starting 2025-08-31.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah."
Plan a 2-day trip from Bengaluru to Kolkata for 1 person(s) with a budget of ₹49399 starting 2025-08-15.,"Stay at Breathing Earth. Day 1: Visit Belur Math, Dakshineswar Kali Temple. Day 2: Visit Howrah Bridge, Victoria Memorial."
Plan a 2-day trip from Delhi to Ahmedabad for 1 person(s) with a budget of ₹24457 starting 2025-08-13.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk."
Plan a 5-day trip from Bengaluru to Hyderabad for 1 person(s) with a budget of ₹35659 starting 2025-08-19.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum. Day 4: Visit Ramoji Film City, Chowmahalla Palace. Day 5: Visit Hussain Sagar Lake, Nehru Zoological Park."
Plan a 5-day trip from Kolkata to Delhi for 3 person(s) with a budget of ₹48127 starting 2025-08-30.,"Stay at Vivanta by Taj - Ambassador (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar. Day 4: Visit Lodhi Garden, Red Fort. Day 5: Visit National Gallery of Modern Art, National Science Centre."
Plan a 3-day trip from Chennai to Hyderabad for 1 person(s) with a budget of ₹29339 starting 2025-08-16.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum."
Plan a 2-day trip from Bengaluru to Pune for 4 person(s) with a budget of ₹27913 starting 2025-08-08.,Stay at Sparrow  House Gandhrav Nagari. Day 1: Visit Shaniwar Wada. Day 2:
Plan a 4-day trip from Delhi to Chennai for 2 person(s) with a budget of ₹10094 starting 2025-08-08.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3: Day 4:
Plan a 5-day trip from Ahmedabad to Chennai for 3 person(s) with a budget of ₹37319 starting 2025-08-12.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3: Day 4: Day 5:
Plan a 3-day trip from Bengaluru to Ahmedabad for 3 person(s) with a budget of ₹19332 starting 2025-08-06.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City."
Plan a 3-day trip from Jaipur to Ahmedabad for 1 person(s) with a budget of ₹49761 starting 2025-08-28.,"Stay at Hotel Raghu Chhaya. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City."
Plan a 4-day trip from Jaipur to Hyderabad for 1 person(s) with a budget of ₹20568 starting 2025-08-26.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum. Day 4: Visit Ramoji Film City, Chowmahalla Palace."
Plan a 3-day trip from Chennai to Mumbai for 1 person(s) with a budget of ₹37264 starting 2025-08-05.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah."
Plan a 5-day trip from Delhi to Chennai for 4 person(s) with a budget of ₹33120 starting 2025-08-13.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3: Day 4: Day 5:
Plan a 3-day trip from Mumbai to Jaipur for 2 person(s) with a budget of ₹44178 starting 2025-08-04.,"Stay at Vidhya Villa. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace."
Plan a 4-day trip from Lucknow to Mumbai for 2 person(s) with a budget of ₹17535 starting 2025-08-25.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach."
Plan a 4-day trip from Kolkata to Delhi for 2 person(s) with a budget of ₹15727 starting 2025-08-28.,"Stay at The Taj Mahal Hotel (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar. Day 4: Visit Lodhi Garden, Red Fort."
